:START_ID,:END_ID,:TYPE
e83,e2272,没了
e301,e738,出现
e2061,e2082,送
e1269,e1494,发生
e294,e2238,袭
e736,e1014,有
e1350,e359,发生
e957,e2247,存在
e1905,e1901,发生
e740,e540,能得到
e526,e1653,冲进
e1901,e1350,致
e2076,e959,赴
e1030,e536,有
e1816,e738,出现
e67,e1215,出现
e378,e2271,造成
e1665,e1805,介绍
e1339,e64,没了
e2076,e1911,经历
e1563,e360,偏
e301,e454,配合
e438,e1901,发生
e1199,e738,发生
e1605,e888,部下发
e2218,e2087,驻守
e740,e499,部下发
e1211,e1901,赴
e1901,e2273,致
e921,e1834,获悉
e636,e89,称
e348,e2042,配合
e736,e536,有
e1901,e1967,造成
e1610,e1893,发生
e2026,e1880,导致
e451,e2370,导致
e738,e1901,出现
e450,e1698,显示
e1169,e2069,均有
e40,e2019,进入
e297,e2075,位于
e1134,e1302,超过
e301,e1901,出现
e921,e1919,获悉
e1238,e1350,发生
e749,e185,执行
e1901,e2163,造成
e2106,e1688,执行
e1901,e1560,抗洪
e1901,e1268,造成
e738,e427,维持在
e921,e1108,了解到
e2375,e1240,裹
e921,e1914,获悉
e301,e1215,出现
e2107,e1159,位于
e847,e1882,获悉
e1549,e989,组织
e1901,e1952,开展
e1748,e1534,介绍
e597,e738,出现
e782,e1901,发生
e539,e537,带来
e888,e1683,显示
e930,e1357,调拨
e2306,e2082,加大
e1901,e414,恢复
e909,e1357,搜救
e2198,e1893,出现
e1879,e2071,发生
e1784,e1465,防指
e1350,e565,造成
e1901,e283,导致
e2306,e986,落实
e905,e298,来自
e921,e1213,获悉
e2291,e185,执行
e153,e2286,组织
e782,e1901,出现
e2223,e1350,有
e1901,e878,致
e1363,e333,防止
e779,e1901,发生
e740,e270,称
e1177,e1901,发生
e1901,e305,导致
e1563,e1406,增加至
e62,e349,超过
e888,e387,介绍
e2056,e1350,有
e1325,e1111,显示
e601,e1901,发生
e921,e514,获悉
e2350,e1901,发生
e1542,e1901,导致
e736,e738,出现
e1999,e2156,呈
e913,e1125,打通
e2257,e1350,防指
e598,e1037,参与
e803,e1162,发生
e2098,e1299,位于
e1310,e2369,送
e921,e590,获悉
e921,e1227,获悉
e738,e586,开始
e893,e192,降
e1901,e2095,导致
e1914,e307,分布在
e248,e1350,受
e115,e685,要求
e1598,e2049,主持
e964,e1683,堵住
e963,e2186,显示
e546,e2042,组织
e92,e1919,造成
e740,e1519,预计
e1921,e1723,驻守
e1879,e1486,发生
e1665,e196,下
e736,e1350,有
e1502,e1005,赴
e363,e1350,发生
e740,e738,介绍
e921,e459,发生
e2223,e1901,有
e1100,e537,进行以
e816,e1089,到
e1901,e2286,下
e1748,e2142,组织
e1638,e436,预计
e1901,e549,造成
e921,e1600,获悉
e2073,e1741,恢复
e1407,e380,赴
e1901,e1806,造成
e1607,e1901,发生
e2236,e1143,冲进
e1605,e1727,受
e921,e1312,获悉
e591,e1839,出槽
e801,e1744,介绍
e301,e1350,普降大到
e1199,e183,多
e1879,e869,发生
e921,e1572,获悉
e718,e1350,造成
e1157,e690,有
e2223,e1350,发生
e363,e1901,发生
e675,e1758,调拨
e921,e63,了解到
e1599,e2318,表示
e290,e2013,关注
e1608,e219,拉响
e2332,e2024,就是
e293,e239,部下发
e921,e1979,得到
e1641,e1466,决定
e396,e989,增加至
e1324,e1215,出现
e496,e1601,为
e1849,e1901,均有
e1901,e73,造成
e921,e1901,赴
e262,e2265,超过
e663,e368,受
e2223,e738,出现
e1901,e1821,集中在
e985,e1901,导致
e420,e459,受
e2223,e1481,是
e350,e1361,开始
e1777,e302,超过
e2374,e1392,称
e754,e489,深入
e2306,e537,执行
e563,e671,被淹
e1901,e1901,导致
e1879,e2082,发生
e2363,e2087,受到
e332,e2242,召开
e2227,e1799,出现
e2278,e47,进行
e2056,e2032,造成
e2306,e2082,完善
e2106,e1406,提升至
e1901,e1753,致
e736,e738,出现
e736,e1107,发生
e1289,e1901,发生
e2319,e585,为
e608,e942,调拨
e2174,e1721,有
e1901,e2092,开展
e1748,e1038,位于
e964,e832,达到
e921,e322,获悉
e68,e802,是
e1077,e866,表明
e1457,e1962,发生
e1161,e1350,发生
e1272,e989,造成
e62,e537,带来
e921,e1350,获悉
e994,e219,部下发
e1879,e894,保持
e830,e1350,出现
e400,e1901,受
e1901,e1006,致
e964,e2300,造成
e1748,e1642,调拨
e921,e565,获悉
e930,e203,夹杂
e1591,e1893,出现
e686,e1669,表示
e496,e2228,集中在
e1161,e1162,发生
e1119,e2204,相比
e1879,e1837,严重
e1879,e1901,受到
e2363,e412,显示
e301,e454,发生
e1153,e1680,导致
e444,e1901,发生
e144,e1120,打通
e721,e1334,进入
e1901,e135,包括
e2218,e1890,表示
e231,e914,称
e1708,e738,出现
e613,e1901,调拨
e1644,e1239,率领
e1400,e738,出现
e1498,e738,出现
e1522,e612,进行
e496,e2371,出现到
e28,e1215,出现
e301,e1215,有
e1224,e1901,发生
e740,e554,预计
e2223,e454,配合
e1220,e1190,发生
e591,e2016,发生
e363,e1901,发生
e807,e2082,执行
e1999,e1901,为
e257,e869,出现
e1428,e160,恢复
e921,e1963,获悉
e1020,e550,距离
e1529,e1901,发生
e58,e2201,盘踞在
e816,e1901,发生
e1502,e1901,检查
e1363,e854,落实
e1542,e1818,发生
e188,e744,捐赠
e1955,e196,距离
e1363,e1125,打通
e2223,e738,发生
e1610,e1723,驻守
e736,e1934,有
e1829,e783,介绍
e1879,e536,到
e740,e2352,表示
e1916,e1901,发生
e930,e1606,冲进
e1394,e2140,发生
e1937,e953,位于
e736,e869,发生
e1502,e317,赴
e2306,e2131,预计
e2106,e1688,执行
e1008,e2286,有
e1901,e2075,位于
e736,e1487,建
e108,e1677,报道
e1048,e2020,忙
e1549,e537,配合
e736,e1277,有
e2105,e1215,发生
e409,e1480,面临
e1591,e1901,发生
e1641,e1466,执行
e1681,e1466,执行
e559,e2369,导致
e1901,e1111,造成
e2223,e462,出现
e301,e1162,发生
e1497,e1901,发生
e1450,e70,至
e91,e1107,部下发
e1748,e1139,执行
e1813,e1901,发生
e850,e1524,发生
e1045,e1723,超过
e2223,e738,出现
e2040,e585,发生
e1914,e595,进入
e2046,e1901,发生
e822,e1350,发生
e179,e2128,导致
e1153,e1901,导致
e1304,e1466,执行
e301,e615,驻守
e1077,e113,显示
e613,e1350,有
e2231,e497,通过
e910,e1575,发生
e1901,e1350,造成
e2157,e1063,显示
e1000,e2259,恢复
e2363,e528,正在
e2367,e989,发生
e195,e888,部下发
e583,e1215,出现
e562,e1901,发生
e1901,e959,造成
e1838,e148,袭
e1879,e841,出现
e921,e2126,获悉
e287,e1901,发生
e1901,e828,造成
e2077,e585,发生
e2062,e2259,召开
e1713,e888,部下发
e2223,e1901,发生
e909,e1632,调拨
e1134,e2208,超过
e1767,e1417,出现
e1901,e1195,造成
e99,e19,通过
e1856,e813,是
e1400,e1901,发生
e1939,e414,有
e506,e915,称
e2227,e697,造成
e1901,e1277,造成
e1901,e2075,在
e888,e540,称
e1304,e725,决定
e921,e1111,获悉
e1095,e196,部下发
e746,e2259,开展
e562,e1901,发生
e1304,e2027,执行
e1816,e738,出现
e1599,e166,显示
e1780,e989,带来
e2218,e531,称
e921,e1284,根据
e816,e738,出现
e301,e1313,被淹
e62,e1343,盼
e1598,e537,进行以
e921,e282,获悉
e886,e2309,有利于
e921,e1901,了解到
e1748,e706,显示
e1748,e1466,执行
e186,e1920,介绍
e1207,e1692,挨
e1859,e1038,位于
e213,e1901,出现
e1350,e719,集中在
e2310,e1066,在
e484,e676,无
e678,e1437,受
e1852,e536,有
e294,e17,导致
e294,e2067,发生
e1901,e1901,导致
e2106,e2346,执行
e180,e1746,介绍
e2223,e1901,有
e753,e489,是
e1280,e1485,赴
e1939,e737,防指
e2181,e185,执行
e96,e552,介绍
e597,e1524,发生
e816,e499,出现
e1901,e497,冲进
e2227,e1901,导致
e842,e1723,远低于
e1901,e1901,致
e1816,e1556,决定
e1901,e1163,造成
e1628,e43,也是
e2306,e2166,带来
e1591,e1901,发生
e1641,e196,发生
e1588,e2357,为
e1591,e70,至
e723,e1837,发生
e2092,e1021,有
e2344,e2381,在
e1260,e1853,冲
e1341,e959,赴
e2306,e1357,被淹
e1152,e1901,搜救
e2106,e1688,执行
e583,e1901,发生
e1054,e1005,运
e242,e565,543
e611,e1579,发生
e1748,e1005,赴
e2103,e2082,执行
e1621,e1758,发生
e1651,e1901,出现
e645,e423,为
e1901,e2271,造成
e179,e1268,造成
e2110,e2047,上
e2106,e622,率领
e994,e219,部下发
e1244,e619,拨付以
e1745,e1737,造成
e2073,e1677,自筹
e1136,e1342,造成
e62,e839,需
e930,e2286,正用
e787,e462,造成
e484,e849,没有
e767,e218,进行以
e176,e1962,发生
e1641,e2053,坚持
e730,e509,进行以
e736,e1453,拨付以
e42,e191,表示
e848,e536,降
e2306,e147,进行
e2001,e2156,呈
e636,e1215,称
e1901,e2016,造成
e1901,e17,导致
e179,e1960,导致
e921,e1666,获悉
e1629,e690,有利于
e944,e1901,发生
e1700,e1901,出现
e1119,e1723,在
e1091,e411,组织
e921,e151,获悉
e1816,e390,率领
e921,e897,了解到
e1668,e1215,出现
e2337,e1893,发生
e1265,e989,称
e1048,e120,照顾
e591,e1021,均有
e927,e561,均有
e2223,e2369,发生
e752,e738,出现
e587,e904,驾驶
e1901,e1031,造成
e2073,e271,赴
